Feature,TP,FP,TN,FN,p value
AC137834.1,3,2,28,5,0.052826820628678335
AC007114.1,2,6,24,6,1.0
CGNL1,4,5,25,4,0.07132797387965682
HEATR5B,5,6,24,3,0.031134525117347517
ZNF529-AS1,5,2,28,3,0.001997423824049215
AC013652.1,6,18,12,2,0.6836328988531148
AC107421.1,0,7,23,8,0.30743338328477654
TRIM51HP,4,5,25,4,0.07132797387965682
AC004870.3,4,1,29,4,0.004295316988815445
ROMO1,1,5,25,7,1.0
AC048338.1,2,4,26,6,0.5870410235735337
TMX4,2,5,25,6,0.6236050996112921
KIAA1147,3,3,27,5,0.0940050661412895
MDGA1,6,2,28,2,0.000253990042265285
BLMH,2,3,27,6,0.27930717094803864
AC002519.1,2,4,26,6,0.5870410235735337
FSIP1,4,9,21,4,0.40681168534958634
RABL3,2,5,25,6,0.6236050996112921
HDAC8,5,5,25,3,0.01857407237912584
DECR1,2,3,27,6,0.27930717094803864
SCLT1,4,11,19,4,0.6869283894900606
AC024230.1,6,13,17,2,0.23198858682729717
AC022784.1,2,4,26,6,0.5870410235735337
AC097451.1,2,3,27,6,0.27930717094803864
C7,1,5,25,7,1.0
NOL11,2,3,27,6,0.27930717094803864
AC124319.2,1,4,26,7,1.0
STARD6,2,4,26,6,0.5870410235735337
RAB11A,6,7,23,2,0.011430410736313054
NEDD1,4,2,28,4,0.011648575116067416
ZNF763,3,5,25,5,0.3269989799501434
BSPH1,3,3,27,5,0.0940050661412895
SLC1A1,4,5,25,4,0.07132797387965682
IFIH1,3,4,26,5,0.14612128311818728
SRFBP1,4,2,28,4,0.011648575116067416
EMCN,8,12,18,0,0.0034706724010628957
NOVA1-AS1,5,19,11,3,1.0
C1orf112,6,8,22,2,0.03373317390095586
TMEM11,5,0,30,3,0.00011156667503416735
JPH2,2,11,19,6,0.6892823113735929
CENPU,2,3,27,6,0.27930717094803864
PGAM1P4,0,5,25,8,0.5632164672412358
BGN,2,4,26,6,0.5870410235735337
SNORD115-14,0,6,24,8,0.3090878663634098
PPP1R12B,3,9,21,5,0.6892823113735946
AC080013.1,3,10,20,5,1.0
PDLIM1P2,2,3,27,6,0.27930717094803864
RSPO4,2,6,24,6,1.0
ARL6,2,3,27,6,0.27930717094803864
TSKS,1,4,26,7,1.0
TSPAN14,4,9,21,4,0.40681168534958634
AP001207.3,3,4,26,5,0.14612128311818728
WWC1,6,8,22,2,0.03373317390095586
DUOXA2,1,6,24,7,1.0
COMMD7,2,5,25,6,0.6236050996112921
CDC14C,2,4,26,6,0.5870410235735337
MGAT4C,8,28,2,0,1.0
AC068985.1,4,7,23,4,0.19495871583158175
LINC01393,3,2,28,5,0.052826820628678335
ZNF831,4,11,19,4,0.6869283894900606
SLAIN2,4,3,27,4,0.02451677683875827
TEKT4P2,2,13,17,6,0.4397665917190541
SNORA57,4,4,26,4,0.04413040688382748
AC007040.2,4,3,27,4,0.02451677683875827
SMG6,6,8,22,2,0.03373317390095586
TNRC18P2,5,5,25,3,0.01857407237912584
SYT17,3,4,26,5,0.14612128311818728
TATDN2,3,2,28,5,0.052826820628678335
RNF17,4,14,16,4,1.0
METRNL,4,2,28,4,0.011648575116067416
COP1,4,18,12,4,0.698446074157651
NSUN6,4,1,29,4,0.004295316988815445
UXS1,4,4,26,4,0.04413040688382748
PSORS1C1,3,5,25,5,0.3269989799501434
C5orf64,2,8,22,6,1.0
CLRN1-AS1,5,7,23,3,0.0806253672028167
AC079760.2,6,4,26,2,0.0016928238989559292
LINC02484,4,11,19,4,0.6869283894900606
RIPOR3,6,4,26,2,0.0016928238989559292
LINC01411,2,12,18,6,0.6836328988531146
KIAA1324,2,6,24,6,1.0
GCA,0,6,24,8,0.3090878663634098
CYP4F8,4,6,24,4,0.1700531324020792
SMARCA5,4,2,28,4,0.011648575116067416
PDSS2,6,9,21,2,0.03907735259477998
AC005520.1,2,3,27,6,0.27930717094803864
ATP10A,6,8,22,2,0.03373317390095586
AL356966.1,4,5,25,4,0.07132797387965682
AC021546.1,5,4,26,3,0.010133448139040891
FAM41C,2,3,27,6,0.27930717094803864
INPP5E,3,2,28,5,0.052826820628678335
NREP-AS1,4,10,20,4,0.43317561044516156
PAK2,3,4,26,5,0.14612128311818728
AL049697.1,2,3,27,6,0.27930717094803864
GLP1R,3,4,26,5,0.14612128311818728
CPT1A,5,2,28,3,0.001997423824049215
AC112206.3,1,4,26,7,1.0
ULK2,3,4,26,5,0.14612128311818728
GDAP2,3,3,27,5,0.0940050661412895
TMEM266,4,3,27,4,0.02451677683875827
MICALL2,3,2,28,5,0.052826820628678335
MORC3,4,6,24,4,0.1700531324020792
AKR1C3,5,1,29,3,0.0006186879251894765
MVK,3,2,28,5,0.052826820628678335
ZNF114,4,10,20,4,0.43317561044516156
AC008574.1,6,5,25,2,0.0035015290932598536
AC034102.3,2,4,26,6,0.5870410235735337
ARMC3,6,8,22,2,0.03373317390095586
MKNK1-AS1,0,6,24,8,0.3090878663634098
CARMN,3,3,27,5,0.0940050661412895
MICB,2,3,27,6,0.27930717094803864
NPHS2,1,4,26,7,1.0
AC069218.2,2,3,27,6,0.27930717094803864
DNAH10,4,14,16,4,1.0
METTL9,3,2,28,5,0.052826820628678335
FNBP1,6,5,25,2,0.0035015290932598536
LARGE1,8,20,10,0,0.08212996323452751
EMG1,5,1,29,3,0.0006186879251894765
ARIH2P1,3,2,28,5,0.052826820628678335
ACMSD,2,7,23,6,1.0
MYCBP2-AS1,3,3,27,5,0.0940050661412895
FLVCR1-AS1,2,4,26,6,0.5870410235735337
MPP2,2,4,26,6,0.5870410235735337
TNFRSF10C,2,3,27,6,0.27930717094803864
LINC01014,3,4,26,5,0.14612128311818728
HDX,8,8,22,0,0.0002631713907055973
TRIM67,5,5,25,3,0.01857407237912584
SH3D19,4,9,21,4,0.40681168534958634
KDM7A,2,3,27,6,0.27930717094803864
AC007566.1,2,3,27,6,0.27930717094803864
AP2B1,4,6,24,4,0.1700531324020792
MROH2A,4,6,24,4,0.1700531324020792
CCDC126,6,4,26,2,0.0016928238989559292
MYO10,7,13,17,1,0.045018625663786935
GALNT14,5,14,16,3,0.6927954347309196
MYBPC2,2,5,25,6,0.6236050996112921
R3HCC1,3,2,28,5,0.052826820628678335
NPIPB2,4,7,23,4,0.19495871583158175
MYO9A,6,5,25,2,0.0035015290932598536
AC092598.1,6,18,12,2,0.6836328988531148
CLIP1,5,13,17,3,0.43813901878418016
USP43,2,3,27,6,0.27930717094803864
TLE4,5,8,22,3,0.0940763493944359
AL513174.1,4,5,25,4,0.07132797387965682
KRT17P7,2,5,25,6,0.6236050996112921
ELOVL5,3,4,26,5,0.14612128311818728
LRRIQ4,2,3,27,6,0.27930717094803864
ANKS6,4,6,24,4,0.1700531324020792
AGPAT2,2,4,26,6,0.5870410235735337
AC027018.1,4,1,29,4,0.004295316988815445
LRP6,6,6,24,2,0.006571861984825153
MREG,6,8,22,2,0.03373317390095586
MUC20-OT1,6,6,24,2,0.006571861984825153
SCHIP1,2,4,26,6,0.5870410235735337
MRGPRE,2,4,26,6,0.5870410235735337
AC055854.1,4,5,25,4,0.07132797387965682
ENAH,5,11,19,3,0.24312357898695747
LGR5,4,9,21,4,0.40681168534958634
G6PD,3,2,28,5,0.052826820628678335
CEP170P1,4,11,19,4,0.6869283894900606
MTUS2,6,14,16,2,0.23840849647301274
AC024901.1,4,19,11,4,0.6869283894900602
MORC1,4,7,23,4,0.19495871583158175
PCDHGA3,5,11,19,3,0.24312357898695747
AL355838.1,7,17,13,1,0.2156732284066757
SYT14,6,10,20,2,0.049774932227743665
MAGEA12,2,4,26,6,0.5870410235735337
P3H2,4,7,23,4,0.19495871583158175
TM9SF4,4,3,27,4,0.02451677683875827
HDGFL2,4,3,27,4,0.02451677683875827
RHBDD1,4,9,21,4,0.40681168534958634
AC015910.1,2,3,27,6,0.27930717094803864
PCDH9-AS3,2,4,26,6,0.5870410235735337
AL391095.1,4,3,27,4,0.02451677683875827
AC079178.2,1,4,26,7,1.0
USP13,6,7,23,2,0.011430410736313054
CD46,4,6,24,4,0.1700531324020792
TPTE2P2,4,11,19,4,0.6869283894900606
HSD17B6,4,2,28,4,0.011648575116067416
AC108866.1,7,18,12,1,0.22186068021481983
LINC01362,6,13,17,2,0.23198858682729717
CNIH3,6,12,18,2,0.11714353649837526
ALKBH1,2,3,27,6,0.27930717094803864
MMP17,1,4,26,7,1.0
SLC2A10,2,4,26,6,0.5870410235735337
AC002069.1,0,5,25,8,0.5632164672412358
LIG1,6,7,23,2,0.011430410736313054
STXBP6,3,9,21,5,0.6892823113735946
PSMC1P12,2,5,25,6,0.6236050996112921
AL354896.1,4,10,20,4,0.43317561044516156
SMG1P7,2,3,27,6,0.27930717094803864
AC026765.2,2,4,26,6,0.5870410235735337
ATM,2,3,27,6,0.27930717094803864
AC009779.3,1,7,23,7,0.6600304125521346
GTPBP1,3,3,27,5,0.0940050661412895
IPO8,4,2,28,4,0.011648575116067416
KRT39,0,6,24,8,0.3090878663634098
ZNF248,4,6,24,4,0.1700531324020792
AGAP1,8,18,12,0,0.038517944689921244
AC089998.4,0,6,24,8,0.3090878663634098
PIN4,4,6,24,4,0.1700531324020792
AC007038.1,4,5,25,4,0.07132797387965682
AC027796.3,4,4,26,4,0.04413040688382748
LINC01817,5,0,30,3,0.00011156667503416735
RNA5S11,2,4,26,6,0.5870410235735337
SLC39A9,3,5,25,5,0.3269989799501434
ADCYAP1R1,4,3,27,4,0.02451677683875827
RPL36A-HNRNPH2,0,7,23,8,0.30743338328477654
AL118556.1,3,3,27,5,0.0940050661412895
TEK,3,7,23,5,0.4112138249759355
LINC02141,5,16,14,3,0.708726321629548
ZAN,2,4,26,6,0.5870410235735337
TUBG2,0,6,24,8,0.3090878663634098
C2CD5,3,2,28,5,0.052826820628678335
C16orf72,2,3,27,6,0.27930717094803864
LINC01812,2,5,25,6,0.6236050996112921
NID1,4,5,25,4,0.07132797387965682
WNT7A,5,7,23,3,0.0806253672028167
GABBR2,8,12,18,0,0.0034706724010628957
RNU6-1068P,2,5,25,6,0.6236050996112921
MYRFL,3,2,28,5,0.052826820628678335
FER1L4,2,5,25,6,0.6236050996112921
SNRK,7,6,24,1,0.0009035551080892134
CABCOCO1,2,8,22,6,1.0
PSMC6,4,2,28,4,0.011648575116067416
C11orf49,4,10,20,4,0.43317561044516156
SPATA9,1,5,25,7,1.0
AC010335.1,3,2,28,5,0.052826820628678335
ZCCHC11,4,7,23,4,0.19495871583158175
CLCA2,1,6,24,7,1.0
PITPNM3,4,2,28,4,0.011648575116067416
RET,3,4,26,5,0.14612128311818728
AL138720.1,4,7,23,4,0.19495871583158175
MAD1L1,5,12,18,3,0.4257747483553941
WDR41,2,6,24,6,1.0
RBM19,5,10,20,3,0.2230247075198644
ITGA7,2,9,21,6,1.0
RF00432,6,10,20,2,0.049774932227743665
AC125807.2,1,6,24,7,1.0
AL356277.3,4,9,21,4,0.40681168534958634
NHEJ1,3,3,27,5,0.0940050661412895
OR7A5,2,6,24,6,1.0
TNFAIP2,1,5,25,7,1.0
TGFBR3L,2,3,27,6,0.27930717094803864
UBR2,4,4,26,4,0.04413040688382748
MBTPS2,4,2,28,4,0.011648575116067416
ZNF578,4,6,24,4,0.1700531324020792
AC010198.1,4,1,29,4,0.004295316988815445
AL592043.1,5,15,15,3,0.6968376000634076
ZNF514,2,3,27,6,0.27930717094803864
AC007193.2,3,3,27,5,0.0940050661412895
PLCG2,4,3,27,4,0.02451677683875827
AC118345.1,2,6,24,6,1.0
PRAC1,0,6,24,8,0.3090878663634098
DSC1,3,2,28,5,0.052826820628678335
RAG2,3,2,28,5,0.052826820628678335
AC011472.2,2,4,26,6,0.5870410235735337
ZNF567,2,5,25,6,0.6236050996112921
LINC00448,2,8,22,6,1.0
AC022903.1,2,4,26,6,0.5870410235735337
AC093909.2,2,4,26,6,0.5870410235735337
DUXAP8,5,11,19,3,0.24312357898695747
PXMP4,3,3,27,5,0.0940050661412895
BFSP2,3,8,22,5,0.6670881907574223
BRD1,3,2,28,5,0.052826820628678335
AGPAT3,6,7,23,2,0.011430410736313054
TMPRSS11E,3,3,27,5,0.0940050661412895
SUCLG2-AS1,4,15,15,4,1.0
RPL22P10,4,3,27,4,0.02451677683875827
PFDN1,4,2,28,4,0.011648575116067416
ADGRB3,8,28,2,0,1.0
KATNBL1,4,3,27,4,0.02451677683875827
ASH1L,4,8,22,4,0.2319489168585348
BORCS7-ASMT,3,3,27,5,0.0940050661412895
AZIN1,0,5,25,8,0.5632164672412358
SGMS1-AS1,2,3,27,6,0.27930717094803864
INTS13,2,5,25,6,0.6236050996112921
SPESP1,4,2,28,4,0.011648575116067416
AL158209.1,2,4,26,6,0.5870410235735337
LINC01285,4,5,25,4,0.07132797387965682
RANBP17,6,16,14,2,0.4262098911055281
ZNF254,3,9,21,5,0.6892823113735946
LINC01804,3,8,22,5,0.6670881907574223
PTPN11,2,5,25,6,0.6236050996112921
TXLNB,5,2,28,3,0.001997423824049215
AC137800.1,3,8,22,5,0.6670881907574223
SNHG14,8,15,15,0,0.013184211875912673
RRN3P3,3,3,27,5,0.0940050661412895
RN7SL272P,5,0,30,3,0.00011156667503416735
DAAM1,4,6,24,4,0.1700531324020792
C18orf54,0,6,24,8,0.3090878663634098
HAPLN1,4,6,24,4,0.1700531324020792
TRANK1,4,8,22,4,0.2319489168585348
LINC02438,7,14,16,1,0.0534311128538633
KRAS,4,1,29,4,0.004295316988815445
PDS5B,6,3,27,2,0.0007189057174076666
MOXD2P,1,4,26,7,1.0
AC139718.2,3,3,27,5,0.0940050661412895
CACNA2D3-AS1,2,6,24,6,1.0
ZNF859P,0,5,25,8,0.5632164672412358
AC100863.1,3,7,23,5,0.4112138249759355
FYB1,6,11,19,2,0.10657578399513885
AC211433.1,4,5,25,4,0.07132797387965682
LINC01912,0,6,24,8,0.3090878663634098
AP001020.2,2,3,27,6,0.27930717094803864
LINC00305,2,9,21,6,1.0
BX293995.1,0,6,24,8,0.3090878663634098
JADE1,4,6,24,4,0.1700531324020792
CRHR2,3,4,26,5,0.14612128311818728
AC004982.2,2,4,26,6,0.5870410235735337
PLEKHG1,4,3,27,4,0.02451677683875827
PLEKHM3,6,7,23,2,0.011430410736313054
ARAP2,7,17,13,1,0.2156732284066757
KYAT1,3,7,23,5,0.4112138249759355
PRRX1,4,7,23,4,0.19495871583158175
C9orf147,3,5,25,5,0.3269989799501434
LY86,2,3,27,6,0.27930717094803864
AL158198.1,2,4,26,6,0.5870410235735337
AF279873.1,1,4,26,7,1.0
CCDC85A,5,8,22,3,0.0940763493944359
CBX4,3,6,24,5,0.3630773851486934
NBPF1,5,10,20,3,0.2230247075198644
UBAP2L,3,2,28,5,0.052826820628678335
TSPAN5,6,10,20,2,0.049774932227743665
LRRC8D,5,5,25,3,0.01857407237912584
DNAH5,4,12,18,4,0.6984460741576514
RNF216,4,8,22,4,0.2319489168585348
LINC02047,2,3,27,6,0.27930717094803864
FAM81A,4,9,21,4,0.40681168534958634
ICA1L,7,5,25,1,0.0004311962016945542
TRMT44,4,1,29,4,0.004295316988815445
PCDHGB1,5,11,19,3,0.24312357898695747
TMEM145,1,10,20,7,0.39470580137712985
MROH7,2,9,21,6,1.0
ARL13B,6,6,24,2,0.006571861984825153
RPSAP19,0,7,23,8,0.30743338328477654
FAM20B,4,3,27,4,0.02451677683875827
DENND4A,3,3,27,5,0.0940050661412895
SLC6A18,3,2,28,5,0.052826820628678335
LINC00466,4,3,27,4,0.02451677683875827
SLAMF6,4,4,26,4,0.04413040688382748
VAV1,5,5,25,3,0.01857407237912584
DHX37,2,6,24,6,1.0
CAPN11,1,4,26,7,1.0
DUSP22,7,3,27,1,6.96269297088235e-05
AP001172.1,2,4,26,6,0.5870410235735337
ZIK1P1,2,5,25,6,0.6236050996112921
AC006030.1,3,5,25,5,0.3269989799501434
C5orf56,5,3,27,3,0.004903146793689084
ATP9B,4,11,19,4,0.6869283894900606
UBTD1,3,6,24,5,0.3630773851486934
HSP90AA1,3,3,27,5,0.0940050661412895
CDC5L,4,4,26,4,0.04413040688382748
AC010333.2,2,5,25,6,0.6236050996112921
AC091862.1,4,3,27,4,0.02451677683875827
AP001464.1,5,5,25,3,0.01857407237912584
AC011313.1,3,2,28,5,0.052826820628678335
ZNF630,3,9,21,5,0.6892823113735946
AL121885.2,4,2,28,4,0.011648575116067416
C16orf45,4,6,24,4,0.1700531324020792
AMOTL1,3,10,20,5,1.0
GPSM1,3,3,27,5,0.0940050661412895
RND3,3,7,23,5,0.4112138249759355
AC016582.1,1,5,25,7,1.0
ZNF438,4,10,20,4,0.43317561044516156
NIPA2P5,2,4,26,6,0.5870410235735337
KIAA1755,5,3,27,3,0.004903146793689084
KCNC4,3,4,26,5,0.14612128311818728
ZBTB40,2,3,27,6,0.27930717094803864
LRRC66,1,5,25,7,1.0
COX10,6,9,21,2,0.03907735259477998
PID1,6,24,6,2,1.0
PCNX4,1,6,24,7,1.0
KBTBD11,3,2,28,5,0.052826820628678335
LINC02281,2,4,26,6,0.5870410235735337
AC007563.2,4,11,19,4,0.6869283894900606
WTAP,3,3,27,5,0.0940050661412895
OSBPL10,6,13,17,2,0.23198858682729717
SMG7,2,3,27,6,0.27930717094803864
NYAP2,8,18,12,0,0.038517944689921244
MTMR14,2,3,27,6,0.27930717094803864
SRRM3,2,9,21,6,1.0
LRRFIP1,6,9,21,2,0.03907735259477998
LRRIQ1,8,17,13,0,0.03354692953214874
TMEM72,3,5,25,5,0.3269989799501434
ALPK1,4,4,26,4,0.04413040688382748
SLC28A1,4,2,28,4,0.011648575116067416
TSPO,5,0,30,3,0.00011156667503416735
CD200,5,2,28,3,0.001997423824049215
AC006387.1,3,3,27,5,0.0940050661412895
OR7E86P,1,4,26,7,1.0
POGK,3,3,27,5,0.0940050661412895
ARMC2,4,7,23,4,0.19495871583158175
SELENOP,4,8,22,4,0.2319489168585348
FAM227B,4,12,18,4,0.6984460741576514
JAK1,5,5,25,3,0.01857407237912584
AGPAT4,5,9,21,3,0.11659122420133158
MAST2,6,6,24,2,0.006571861984825153
ZEB2,4,11,19,4,0.6869283894900606
BCL2L14,6,9,21,2,0.03907735259477998
AL353801.2,3,6,24,5,0.3630773851486934
TBC1D9B,2,3,27,6,0.27930717094803864
GBGT1,3,5,25,5,0.3269989799501434
AC093607.1,6,7,23,2,0.011430410736313054
ANGPT4,4,2,28,4,0.011648575116067416
SLC25A26,4,5,25,4,0.07132797387965682
ZSCAN5C,2,4,26,6,0.5870410235735337
METTL16,0,10,20,8,0.08212996323452762
AL049812.2,3,5,25,5,0.3269989799501434
RTL5,2,4,26,6,0.5870410235735337
XRCC2,2,7,23,6,1.0
AC025437.4,0,5,25,8,0.5632164672412358
AC093879.1,3,8,22,5,0.6670881907574223
AC068473.1,3,5,25,5,0.3269989799501434
ASIC5,3,4,26,5,0.14612128311818728
UPF2,4,2,28,4,0.011648575116067416
FP325335.1,4,1,29,4,0.004295316988815445
RAD51,4,2,28,4,0.011648575116067416
KIF5B,3,2,28,5,0.052826820628678335
OLFML2B,1,4,26,7,1.0
CDKN3,4,1,29,4,0.004295316988815445
EIF4H,0,6,24,8,0.3090878663634098
MTHFD1L,6,3,27,2,0.0007189057174076666
ZNF385D-AS1,1,5,25,7,1.0
FABP5P11,4,2,28,4,0.011648575116067416
GOLGA4,4,2,28,4,0.011648575116067416
LINC01257,4,6,24,4,0.1700531324020792
CDH5,0,6,24,8,0.3090878663634098
RETREG1,4,5,25,4,0.07132797387965682
ELFN1,2,4,26,6,0.5870410235735337
ALDH7A1,3,2,28,5,0.052826820628678335
STOX2,4,6,24,4,0.1700531324020792
ABCD1P3,3,3,27,5,0.0940050661412895
MMP26,7,7,23,1,0.0017457035583471293
KLHL13,4,14,16,4,1.0
ANKRD34B,4,2,28,4,0.011648575116067416
PIDD1,2,4,26,6,0.5870410235735337
TTC27,6,5,25,2,0.0035015290932598536
PPP1R2P4,6,5,25,2,0.0035015290932598536
VN2R3P,4,3,27,4,0.02451677683875827
ARHGAP31,4,4,26,4,0.04413040688382748
AL356124.1,2,4,26,6,0.5870410235735337
SLC16A7,4,19,11,4,0.6869283894900602
ZFC3H1,2,6,24,6,1.0
AL161725.2,2,4,26,6,0.5870410235735337
KYNU,7,15,15,1,0.10557266544483201
MTND4P18,4,2,28,4,0.011648575116067416
GSTA2,1,4,26,7,1.0
HABP2,4,3,27,4,0.02451677683875827
SDCBP2,3,5,25,5,0.3269989799501434
AC007389.3,3,5,25,5,0.3269989799501434
AC074254.1,1,4,26,7,1.0
PSG9,2,5,25,6,0.6236050996112921
SRD5A1,1,5,25,7,1.0
SLC25A33,4,1,29,4,0.004295316988815445
GBAP1,1,4,26,7,1.0
GDNF-AS1,1,6,24,7,1.0
SRPX,4,6,24,4,0.1700531324020792
AC120036.1,5,6,24,3,0.031134525117347517
ZRANB2-AS2,6,22,8,2,1.0
LINC01099,2,9,21,6,1.0
IQCN,1,4,26,7,1.0
BEND5,4,6,24,4,0.1700531324020792
AC099669.1,4,12,18,4,0.6984460741576514
AARSP1,1,6,24,7,1.0
C12orf80,3,2,28,5,0.052826820628678335
SIM1,3,2,28,5,0.052826820628678335
LINC01936,1,4,26,7,1.0
AC123777.1,4,9,21,4,0.40681168534958634
ZNF771,3,2,28,5,0.052826820628678335
MST1L,3,4,26,5,0.14612128311818728
POLQ,2,4,26,6,0.5870410235735337
RF00560,5,0,30,3,0.00011156667503416735
PNPLA8,3,5,25,5,0.3269989799501434
TAS2R1,4,2,28,4,0.011648575116067416
SMG1,4,8,22,4,0.2319489168585348
AC008758.6,4,4,26,4,0.04413040688382748
ADGRE5,2,6,24,6,1.0
CCZ1B,1,7,23,7,0.6600304125521346
PYGO1,3,2,28,5,0.052826820628678335
FBLN7,5,3,27,3,0.004903146793689084
KREMEN1,4,11,19,4,0.6869283894900606
AC010655.4,2,4,26,6,0.5870410235735337
CR383656.10,2,5,25,6,0.6236050996112921
LINC01060,8,19,11,0,0.07653159001406282
RF00284,2,3,27,6,0.27930717094803864
TRIM51JP,3,2,28,5,0.052826820628678335
ADAM3A,3,4,26,5,0.14612128311818728
AL445250.1,0,8,22,8,0.163813577975168
CALB2,1,4,26,7,1.0
AC097512.1,2,4,26,6,0.5870410235735337
MGAT5,7,10,20,1,0.013009459528984156
ZMAT3,2,3,27,6,0.27930717094803864
MTCH1,1,5,25,7,1.0
AC016546.1,4,2,28,4,0.011648575116067416
NDUFB7,2,4,26,6,0.5870410235735337
DCDC2,4,4,26,4,0.04413040688382748
GOLGA8A,4,12,18,4,0.6984460741576514
RICTOR,7,7,23,1,0.0017457035583471293
LINC00607,6,11,19,2,0.10657578399513885
AC004893.1,2,3,27,6,0.27930717094803864
MSLN,2,6,24,6,1.0
ATG4B,4,2,28,4,0.011648575116067416
SLC25A12,8,6,24,0,6.14066578313058e-05
RSF1,8,3,27,0,3.37399218853329e-06
MOXD1,2,6,24,6,1.0
AC096746.1,0,6,24,8,0.3090878663634098
HECTD1,4,7,23,4,0.19495871583158175
ADAP2,4,6,24,4,0.1700531324020792
LINC00592,2,3,27,6,0.27930717094803864
TXNRD2,3,6,24,5,0.3630773851486934
ZNF627,3,9,21,5,0.6892823113735946
AC011773.3,1,6,24,7,1.0
SLC25A48,3,3,27,5,0.0940050661412895
FAM69A,4,5,25,4,0.07132797387965682
AC078883.1,3,7,23,5,0.4112138249759355
AC093725.2,1,6,24,7,1.0
MYOZ2,2,4,26,6,0.5870410235735337
TMEM47,4,7,23,4,0.19495871583158175
AC090912.1,4,5,25,4,0.07132797387965682
BZW1P2,2,3,27,6,0.27930717094803864
GPRC5A,1,6,24,7,1.0
TNNI3K,7,17,13,1,0.2156732284066757
MAPK8IP1P2,3,5,25,5,0.3269989799501434
NPNT,4,5,25,4,0.07132797387965682
GTF2IRD2,2,3,27,6,0.27930717094803864
RGS5,6,6,24,2,0.006571861984825153
SLIT2,6,16,14,2,0.4262098911055281
AC100818.1,6,15,15,2,0.2574832897413544
CTBS,3,6,24,5,0.3630773851486934
ZNF532,4,3,27,4,0.02451677683875827
GOLGA1,2,5,25,6,0.6236050996112921
NTRK2,6,14,16,2,0.23840849647301274
AC090099.4,4,1,29,4,0.004295316988815445
SPRED3,3,2,28,5,0.052826820628678335
TXNDC16,4,3,27,4,0.02451677683875827
TMEM87B,3,4,26,5,0.14612128311818728
AC110619.1,1,4,26,7,1.0
AL049839.2,3,5,25,5,0.3269989799501434
STPG2,8,27,3,0,1.0
AOX2P,2,7,23,6,1.0
SFMBT2,6,10,20,2,0.049774932227743665
LINC01707,4,11,19,4,0.6869283894900606
HOMEZ,4,1,29,4,0.004295316988815445
COL14A1,6,12,18,2,0.11714353649837526
AC114324.1,3,2,28,5,0.052826820628678335
AC007923.4,3,3,27,5,0.0940050661412895
CD247,4,5,25,4,0.07132797387965682
AC090592.1,0,8,22,8,0.163813577975168
AC104233.1,2,3,27,6,0.27930717094803864
C12orf42,4,18,12,4,0.698446074157651
AC068483.1,3,4,26,5,0.14612128311818728
SDK1,8,22,8,0,0.16381357797516816
RN7SL50P,0,8,22,8,0.163813577975168
SMIM2-AS1,2,3,27,6,0.27930717094803864
PRKD1,5,20,10,3,1.0
CSNK2A1,4,4,26,4,0.04413040688382748
RAB27A,4,2,28,4,0.011648575116067416
WFDC9,1,4,26,7,1.0
SNORA38,0,5,25,8,0.5632164672412358
EPYC,0,5,25,8,0.5632164672412358
AL583808.1,6,18,12,2,0.6836328988531148
ASCC2,3,4,26,5,0.14612128311818728
TMEM245,3,3,27,5,0.0940050661412895
AC011468.2,2,3,27,6,0.27930717094803864
SLC37A1,6,3,27,2,0.0007189057174076666
GULP1,6,15,15,2,0.2574832897413544
SPIN1,4,4,26,4,0.04413040688382748
OTUD7A,8,16,14,0,0.016784936339515437
LINC01807,8,11,19,0,0.0030910676071966483
RILPL1,3,6,24,5,0.3630773851486934
AC008794.1,3,2,28,5,0.052826820628678335
AC068756.1,2,7,23,6,1.0
AC079776.2,2,4,26,6,0.5870410235735337
NLRP14,4,5,25,4,0.07132797387965682
AC011193.1,4,1,29,4,0.004295316988815445
RNF38,4,4,26,4,0.04413040688382748
AC009652.2,1,4,26,7,1.0
FBXO25,4,1,29,4,0.004295316988815445
PSTPIP2,4,1,29,4,0.004295316988815445
ATP13A5,5,10,20,3,0.2230247075198644
SCAMP1,2,3,27,6,0.27930717094803864
ABCB1,6,12,18,2,0.11714353649837526
CNOT10,2,4,26,6,0.5870410235735337
AC068389.1,3,2,28,5,0.052826820628678335
CALCB,4,6,24,4,0.1700531324020792
AC012613.2,4,3,27,4,0.02451677683875827
LINC01443,1,8,22,7,0.6503169957679114
F13A1,3,16,14,5,0.6927954347309196
RHOBTB3,3,9,21,5,0.6892823113735946
LIN28B,6,7,23,2,0.011430410736313054
AC034195.1,6,18,12,2,0.6836328988531148
PTPN3,2,7,23,6,1.0
AC092994.1,4,4,26,4,0.04413040688382748
ACER3,6,12,18,2,0.11714353649837526
FAM91A3P,1,4,26,7,1.0
PPDPFL,2,3,27,6,0.27930717094803864
RNF128,4,5,25,4,0.07132797387965682
HOXA10,1,4,26,7,1.0
MVB12B,4,7,23,4,0.19495871583158175
LINC02427,4,2,28,4,0.011648575116067416
NAALADL2-AS2,4,1,29,4,0.004295316988815445
FAM135A,4,6,24,4,0.1700531324020792
HSPA8P6,4,1,29,4,0.004295316988815445
RNF10,2,5,25,6,0.6236050996112921
MTCP1,2,7,23,6,1.0
AC108064.1,1,5,25,7,1.0
CCDC61,1,4,26,7,1.0
YBX1,3,2,28,5,0.052826820628678335
FGD6,3,10,20,5,1.0
LINC00943,2,3,27,6,0.27930717094803864
AL513164.1,4,4,26,4,0.04413040688382748
